"County","FIPS","Year","Grade","School Type","Measure Type","Variable","Value"
"Tolland County","09013","2015-2019","Grades 9 to 12","Total","Percent","Enrolled Students",30.5
"Tolland County","09013","2015-2019","Grades 9 to 12","Total","Percent","Margins of Error",1
"Tolland County","09013","2015-2019","Grades 9 to 12","Public","Number","Enrolled Students",6486
"Tolland County","09013","2015-2019","Grades 9 to 12","Public","Number","Margins of Error",353
"Tolland County","09013","2015-2019","Grades 9 to 12","Public","Percent","Enrolled Students",96.3
"Tolland County","09013","2015-2019","Grades 9 to 12","Public","Percent","Margins of Error",7
"Tolland County","09013","2015-2019","Grades 9 to 12","Private","Number","Enrolled Students",248
"Tolland County","09013","2015-2019","Grades 9 to 12","Private","Number","Margins of Error",93
"Tolland County","09013","2015-2019","Grades 9 to 12","Private","Percent","Enrolled Students",3.7
"Tolland County","09013","2015-2019","Grades 9 to 12","Private","Percent","Margins of Error",1
"Windham County","09015","2006-2010","Total","Total","Number","Enrolled Students",22466
"Windham County","09015","2006-2010","Total","Total","Number","Margins of Error",762
"Windham County","09015","2006-2010","Total","Total","Percent","Enrolled Students",100
"Windham County","09015","2006-2010","Total","Total","Percent","Margins of Error",0
"Windham County","09015","2006-2010","Total","Public","Number","Enrolled Students",20494
"Windham County","09015","2006-2010","Total","Public","Number","Margins of Error",731
"Windham County","09015","2006-2010","Total","Public","Percent","Enrolled Students",91.2
"Windham County","09015","2006-2010","Total","Public","Percent","Margins of Error",1
"Windham County","09015","2006-2010","Total","Private","Number","Enrolled Students",1972
"Windham County","09015","2006-2010","Total","Private","Number","Margins of Error",288
"Windham County","09015","2006-2010","Total","Private","Percent","Enrolled Students",8.8
"Windham County","09015","2006-2010","Total","Private","Percent","Margins of Error",1
"Windham County","09015","2006-2010","Pre-K","Total","Number","Enrolled Students",1718
"Windham County","09015","2006-2010","Pre-K","Total","Number","Margins of Error",239
"Windham County","09015","2006-2010","Pre-K","Total","Percent","Enrolled Students",7.6
"Windham County","09015","2006-2010","Pre-K","Total","Percent","Margins of Error",1
"Windham County","09015","2006-2010","Pre-K","Public","Number","Enrolled Students",1270
"Windham County","09015","2006-2010","Pre-K","Public","Number","Margins of Error",213
"Windham County","09015","2006-2010","Pre-K","Public","Percent","Enrolled Students",73.9
"Windham County","09015","2006-2010","Pre-K","Public","Percent","Margins of Error",7
"Windham County","09015","2006-2010","Pre-K","Private","Number","Enrolled Students",448
"Windham County","09015","2006-2010","Pre-K","Private","Number","Margins of Error",138
"Windham County","09015","2006-2010","Pre-K","Private","Percent","Enrolled Students",26.1
"Windham County","09015","2006-2010","Pre-K","Private","Percent","Margins of Error",7
"Windham County","09015","2006-2010","K","Total","Number","Enrolled Students",1283
"Windham County","09015","2006-2010","K","Total","Number","Margins of Error",233
"Windham County","09015","2006-2010","K","Total","Percent","Enrolled Students",5.7
"Windham County","09015","2006-2010","K","Total","Percent","Margins of Error",1
"Windham County","09015","2006-2010","K","Public","Number","Enrolled Students",1185
"Windham County","09015","2006-2010","K","Public","Number","Margins of Error",221
"Windham County","09015","2006-2010","K","Public","Percent","Enrolled Students",92.4
"Windham County","09015","2006-2010","K","Public","Percent","Margins of Error",4
"Windham County","09015","2006-2010","K","Private","Number","Enrolled Students",98
"Windham County","09015","2006-2010","K","Private","Number","Margins of Error",68
"Windham County","09015","2006-2010","K","Private","Percent","Enrolled Students",7.6
"Windham County","09015","2006-2010","K","Private","Percent","Margins of Error",5
"Windham County","09015","2006-2010","Grades 1 to 4","Total","Number","Enrolled Students",5699
"Windham County","09015","2006-2010","Grades 1 to 4","Total","Number","Margins of Error",366
"Windham County","09015","2006-2010","Grades 1 to 4","Total","Percent","Enrolled Students",25.4
"Windham County","09015","2006-2010","Grades 1 to 4","Total","Percent","Margins of Error",1
"Windham County","09015","2006-2010","Grades 1 to 4","Public","Number","Enrolled Students",5322
"Windham County","09015","2006-2010","Grades 1 to 4","Public","Number","Margins of Error",364
"Windham County","09015","2006-2010","Grades 1 to 4","Public","Percent","Enrolled Students",93.4
"Windham County","09015","2006-2010","Grades 1 to 4","Public","Percent","Margins of Error",2
"Windham County","09015","2006-2010","Grades 1 to 4","Private","Number","Enrolled Students",377
"Windham County","09015","2006-2010","Grades 1 to 4","Private","Number","Margins of Error",121
"Windham County","09015","2006-2010","Grades 1 to 4","Private","Percent","Enrolled Students",6.6
"Windham County","09015","2006-2010","Grades 1 to 4","Private","Percent","Margins of Error",2
"Windham County","09015","2006-2010","Grades 5 to 8","Total","Number","Enrolled Students",6588
"Windham County","09015","2006-2010","Grades 5 to 8","Total","Number","Margins of Error",449
"Windham County","09015","2006-2010","Grades 5 to 8","Total","Percent","Enrolled Students",29.3
"Windham County","09015","2006-2010","Grades 5 to 8","Total","Percent","Margins of Error",2
"Windham County","09015","2006-2010","Grades 5 to 8","Public","Number","Enrolled Students",6044
"Windham County","09015","2006-2010","Grades 5 to 8","Public","Number","Margins of Error",417
"Windham County","09015","2006-2010","Grades 5 to 8","Public","Percent","Enrolled Students",91.7
"Windham County","09015","2006-2010","Grades 5 to 8","Public","Percent","Margins of Error",1
"Windham County","09015","2006-2010","Grades 5 to 8","Private","Number","Enrolled Students",544
"Windham County","09015","2006-2010","Grades 5 to 8","Private","Number","Margins of Error",156
"Windham County","09015","2006-2010","Grades 5 to 8","Private","Percent","Enrolled Students",8.3
"Windham County","09015","2006-2010","Grades 5 to 8","Private","Percent","Margins of Error",2
"Windham County","09015","2006-2010","Grades 9 to 12","Total","Number","Enrolled Students",7178
"Windham County","09015","2006-2010","Grades 9 to 12","Total","Number","Margins of Error",364
"Windham County","09015","2006-2010","Grades 9 to 12","Total","Percent","Enrolled Students",32
"Windham County","09015","2006-2010","Grades 9 to 12","Total","Percent","Margins of Error",1
"Windham County","09015","2006-2010","Grades 9 to 12","Public","Number","Enrolled Students",6673
"Windham County","09015","2006-2010","Grades 9 to 12","Public","Number","Margins of Error",367
"Windham County","09015","2006-2010","Grades 9 to 12","Public","Percent","Enrolled Students",93
"Windham County","09015","2006-2010","Grades 9 to 12","Public","Percent","Margins of Error",2
"Windham County","09015","2006-2010","Grades 9 to 12","Private","Number","Enrolled Students",505
"Windham County","09015","2006-2010","Grades 9 to 12","Private","Number","Margins of Error",143
"Windham County","09015","2006-2010","Grades 9 to 12","Private","Percent","Enrolled Students",7
"Windham County","09015","2006-2010","Grades 9 to 12","Private","Percent","Margins of Error",2
"Windham County","09015","2007-2011","Total","Total","Number","Enrolled Students",22325
"Windham County","09015","2007-2011","Total","Total","Number","Margins of Error",817
"Windham County","09015","2007-2011","Total","Total","Percent","Enrolled Students",100
"Windham County","09015","2007-2011","Total","Total","Percent","Margins of Error",0
"Windham County","09015","2007-2011","Total","Public","Number","Enrolled Students",20265
"Windham County","09015","2007-2011","Total","Public","Number","Margins of Error",789
"Windham County","09015","2007-2011","Total","Public","Percent","Enrolled Students",90.8
"Windham County","09015","2007-2011","Total","Public","Percent","Margins of Error",1
"Windham County","09015","2007-2011","Total","Private","Number","Enrolled Students",2060
"Windham County","09015","2007-2011","Total","Private","Number","Margins of Error",305
"Windham County","09015","2007-2011","Total","Private","Percent","Enrolled Students",9.2
"Windham County","09015","2007-2011","Total","Private","Percent","Margins of Error",1
"Windham County","09015","2007-2011","Pre-K","Total","Number","Enrolled Students",1714
"Windham County","09015","2007-2011","Pre-K","Total","Number","Margins of Error",235
"Windham County","09015","2007-2011","Pre-K","Total","Percent","Enrolled Students",7.7
"Windham County","09015","2007-2011","Pre-K","Total","Percent","Margins of Error",1
"Windham County","09015","2007-2011","Pre-K","Public","Number","Enrolled Students",1231
"Windham County","09015","2007-2011","Pre-K","Public","Number","Margins of Error",197
"Windham County","09015","2007-2011","Pre-K","Public","Percent","Enrolled Students",71.8
"Windham County","09015","2007-2011","Pre-K","Public","Percent","Margins of Error",6
"Windham County","09015","2007-2011","Pre-K","Private","Number","Enrolled Students",483
"Windham County","09015","2007-2011","Pre-K","Private","Number","Margins of Error",131
"Windham County","09015","2007-2011","Pre-K","Private","Percent","Enrolled Students",28.2
"Windham County","09015","2007-2011","Pre-K","Private","Percent","Margins of Error",7
"Windham County","09015","2007-2011","K","Total","Number","Enrolled Students",1389
"Windham County","09015","2007-2011","K","Total","Number","Margins of Error",247
"Windham County","09015","2007-2011","K","Total","Percent","Enrolled Students",6.2
"Windham County","09015","2007-2011","K","Total","Percent","Margins of Error",1
"Windham County","09015","2007-2011","K","Public","Number","Enrolled Students",1283
"Windham County","09015","2007-2011","K","Public","Number","Margins of Error",235
"Windham County","09015","2007-2011","K","Public","Percent","Enrolled Students",92.4
"Windham County","09015","2007-2011","K","Public","Percent","Margins of Error",4
"Windham County","09015","2007-2011","K","Private","Number","Enrolled Students",106
"Windham County","09015","2007-2011","K","Private","Number","Margins of Error",82
"Windham County","09015","2007-2011","K","Private","Percent","Enrolled Students",7.6
"Windham County","09015","2007-2011","K","Private","Percent","Margins of Error",6
"Windham County","09015","2007-2011","Grades 1 to 4","Total","Number","Enrolled Students",5702
"Windham County","09015","2007-2011","Grades 1 to 4","Total","Number","Margins of Error",438
"Windham County","09015","2007-2011","Grades 1 to 4","Total","Percent","Enrolled Students",25.5
"Windham County","09015","2007-2011","Grades 1 to 4","Total","Percent","Margins of Error",2
"Windham County","09015","2007-2011","Grades 1 to 4","Public","Number","Enrolled Students",5373
"Windham County","09015","2007-2011","Grades 1 to 4","Public","Number","Margins of Error",442
"Windham County","09015","2007-2011","Grades 1 to 4","Public","Percent","Enrolled Students",94.2
"Windham County","09015","2007-2011","Grades 1 to 4","Public","Percent","Margins of Error",3
"Windham County","09015","2007-2011","Grades 1 to 4","Private","Number","Enrolled Students",329
"Windham County","09015","2007-2011","Grades 1 to 4","Private","Number","Margins of Error",107
"Windham County","09015","2007-2011","Grades 1 to 4","Private","Percent","Enrolled Students",5.8
"Windham County","09015","2007-2011","Grades 1 to 4","Private","Percent","Margins of Error",2
"Windham County","09015","2007-2011","Grades 5 to 8","Total","Number","Enrolled Students",6328
"Windham County","09015","2007-2011","Grades 5 to 8","Total","Number","Margins of Error",459
"Windham County","09015","2007-2011","Grades 5 to 8","Total","Percent","Enrolled Students",28.3
"Windham County","09015","2007-2011","Grades 5 to 8","Total","Percent","Margins of Error",2
"Windham County","09015","2007-2011","Grades 5 to 8","Public","Number","Enrolled Students",5770
"Windham County","09015","2007-2011","Grades 5 to 8","Public","Number","Margins of Error",432
"Windham County","09015","2007-2011","Grades 5 to 8","Public","Percent","Enrolled Students",91.2
"Windham County","09015","2007-2011","Grades 5 to 8","Public","Percent","Margins of Error",2
"Windham County","09015","2007-2011","Grades 5 to 8","Private","Number","Enrolled Students",558
"Windham County","09015","2007-2011","Grades 5 to 8","Private","Number","Margins of Error",173
"Windham County","09015","2007-2011","Grades 5 to 8","Private","Percent","Enrolled Students",8.8
"Windham County","09015","2007-2011","Grades 5 to 8","Private","Percent","Margins of Error",3
"Windham County","09015","2007-2011","Grades 9 to 12","Total","Number","Enrolled Students",7192
"Windham County","09015","2007-2011","Grades 9 to 12","Total","Number","Margins of Error",387
"Windham County","09015","2007-2011","Grades 9 to 12","Total","Percent","Enrolled Students",32.2
"Windham County","09015","2007-2011","Grades 9 to 12","Total","Percent","Margins of Error",1
"Windham County","09015","2007-2011","Grades 9 to 12","Public","Number","Enrolled Students",6608
"Windham County","09015","2007-2011","Grades 9 to 12","Public","Number","Margins of Error",383
"Windham County","09015","2007-2011","Grades 9 to 12","Public","Percent","Enrolled Students",91.9
"Windham County","09015","2007-2011","Grades 9 to 12","Public","Percent","Margins of Error",2
"Windham County","09015","2007-2011","Grades 9 to 12","Private","Number","Enrolled Students",584
"Windham County","09015","2007-2011","Grades 9 to 12","Private","Number","Margins of Error",167
"Windham County","09015","2007-2011","Grades 9 to 12","Private","Percent","Enrolled Students",8.1
"Windham County","09015","2007-2011","Grades 9 to 12","Private","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Total","Total","Number","Enrolled Students",21738
"Windham County","09015","2008-2012","Total","Total","Number","Margins of Error",775
"Windham County","09015","2008-2012","Total","Total","Percent","Enrolled Students",100
"Windham County","09015","2008-2012","Total","Total","Percent","Margins of Error",0
"Windham County","09015","2008-2012","Total","Public","Number","Enrolled Students",19744
"Windham County","09015","2008-2012","Total","Public","Number","Margins of Error",763
"Windham County","09015","2008-2012","Total","Public","Percent","Enrolled Students",90.8
"Windham County","09015","2008-2012","Total","Public","Percent","Margins of Error",1
"Windham County","09015","2008-2012","Total","Private","Number","Enrolled Students",1994
"Windham County","09015","2008-2012","Total","Private","Number","Margins of Error",285
"Windham County","09015","2008-2012","Total","Private","Percent","Enrolled Students",9.2
"Windham County","09015","2008-2012","Total","Private","Percent","Margins of Error",1
"Windham County","09015","2008-2012","Pre-K","Total","Number","Enrolled Students",1381
"Windham County","09015","2008-2012","Pre-K","Total","Number","Margins of Error",235
"Windham County","09015","2008-2012","Pre-K","Total","Percent","Enrolled Students",6.4
"Windham County","09015","2008-2012","Pre-K","Total","Percent","Margins of Error",1
"Windham County","09015","2008-2012","Pre-K","Public","Number","Enrolled Students",994
"Windham County","09015","2008-2012","Pre-K","Public","Number","Margins of Error",207
"Windham County","09015","2008-2012","Pre-K","Public","Percent","Enrolled Students",72
"Windham County","09015","2008-2012","Pre-K","Public","Percent","Margins of Error",9
"Windham County","09015","2008-2012","Pre-K","Private","Number","Enrolled Students",387
"Windham County","09015","2008-2012","Pre-K","Private","Number","Margins of Error",109
"Windham County","09015","2008-2012","Pre-K","Private","Percent","Enrolled Students",28
"Windham County","09015","2008-2012","Pre-K","Private","Percent","Margins of Error",6
"Windham County","09015","2008-2012","K","Total","Number","Enrolled Students",1147
"Windham County","09015","2008-2012","K","Total","Number","Margins of Error",206
"Windham County","09015","2008-2012","K","Total","Percent","Enrolled Students",5.3
"Windham County","09015","2008-2012","K","Total","Percent","Margins of Error",1
"Windham County","09015","2008-2012","K","Public","Number","Enrolled Students",1052
"Windham County","09015","2008-2012","K","Public","Number","Margins of Error",202
"Windham County","09015","2008-2012","K","Public","Percent","Enrolled Students",91.7
"Windham County","09015","2008-2012","K","Public","Percent","Margins of Error",6
"Windham County","09015","2008-2012","K","Private","Number","Enrolled Students",95
"Windham County","09015","2008-2012","K","Private","Number","Margins of Error",53
"Windham County","09015","2008-2012","K","Private","Percent","Enrolled Students",8.3
"Windham County","09015","2008-2012","K","Private","Percent","Margins of Error",4
"Windham County","09015","2008-2012","Grades 1 to 4","Total","Number","Enrolled Students",5704
"Windham County","09015","2008-2012","Grades 1 to 4","Total","Number","Margins of Error",443
"Windham County","09015","2008-2012","Grades 1 to 4","Total","Percent","Enrolled Students",26.2
"Windham County","09015","2008-2012","Grades 1 to 4","Total","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Grades 1 to 4","Public","Number","Enrolled Students",5426
"Windham County","09015","2008-2012","Grades 1 to 4","Public","Number","Margins of Error",445
"Windham County","09015","2008-2012","Grades 1 to 4","Public","Percent","Enrolled Students",95.1
"Windham County","09015","2008-2012","Grades 1 to 4","Public","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Grades 1 to 4","Private","Number","Enrolled Students",278
"Windham County","09015","2008-2012","Grades 1 to 4","Private","Number","Margins of Error",97
"Windham County","09015","2008-2012","Grades 1 to 4","Private","Percent","Enrolled Students",4.9
"Windham County","09015","2008-2012","Grades 1 to 4","Private","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Grades 5 to 8","Total","Number","Enrolled Students",6384
"Windham County","09015","2008-2012","Grades 5 to 8","Total","Number","Margins of Error",427
"Windham County","09015","2008-2012","Grades 5 to 8","Total","Percent","Enrolled Students",29.4
"Windham County","09015","2008-2012","Grades 5 to 8","Total","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Grades 5 to 8","Public","Number","Enrolled Students",5748
"Windham County","09015","2008-2012","Grades 5 to 8","Public","Number","Margins of Error",417
"Windham County","09015","2008-2012","Grades 5 to 8","Public","Percent","Enrolled Students",90
"Windham County","09015","2008-2012","Grades 5 to 8","Public","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Grades 5 to 8","Private","Number","Enrolled Students",636
"Windham County","09015","2008-2012","Grades 5 to 8","Private","Number","Margins of Error",180
"Windham County","09015","2008-2012","Grades 5 to 8","Private","Percent","Enrolled Students",10
"Windham County","09015","2008-2012","Grades 5 to 8","Private","Percent","Margins of Error",3
"Windham County","09015","2008-2012","Grades 9 to 12","Total","Number","Enrolled Students",7122
"Windham County","09015","2008-2012","Grades 9 to 12","Total","Number","Margins of Error",353
"Windham County","09015","2008-2012","Grades 9 to 12","Total","Percent","Enrolled Students",32.8
"Windham County","09015","2008-2012","Grades 9 to 12","Total","Percent","Margins of Error",1
"Windham County","09015","2008-2012","Grades 9 to 12","Public","Number","Enrolled Students",6524
"Windham County","09015","2008-2012","Grades 9 to 12","Public","Number","Margins of Error",356
"Windham County","09015","2008-2012","Grades 9 to 12","Public","Percent","Enrolled Students",91.6
"Windham County","09015","2008-2012","Grades 9 to 12","Public","Percent","Margins of Error",2
"Windham County","09015","2008-2012","Grades 9 to 12","Private","Number","Enrolled Students",598
"Windham County","09015","2008-2012","Grades 9 to 12","Private","Number","Margins of Error",158
"Windham County","09015","2008-2012","Grades 9 to 12","Private","Percent","Enrolled Students",8.4
"Windham County","09015","2008-2012","Grades 9 to 12","Private","Percent","Margins of Error",2
"Windham County","09015","2009-2013","Total","Total","Number","Enrolled Students",21352
"Windham County","09015","2009-2013","Total","Total","Number","Margins of Error",739
"Windham County","09015","2009-2013","Total","Total","Percent","Enrolled Students",100
"Windham County","09015","2009-2013","Total","Total","Percent","Margins of Error",0
"Windham County","09015","2009-2013","Total","Public","Number","Enrolled Students",19354
"Windham County","09015","2009-2013","Total","Public","Number","Margins of Error",730
"Windham County","09015","2009-2013","Total","Public","Percent","Enrolled Students",90.6
"Windham County","09015","2009-2013","Total","Public","Percent","Margins of Error",1
"Windham County","09015","2009-2013","Total","Private","Number","Enrolled Students",1998
"Windham County","09015","2009-2013","Total","Private","Number","Margins of Error",284
"Windham County","09015","2009-2013","Total","Private","Percent","Enrolled Students",9.4
"Windham County","09015","2009-2013","Total","Private","Percent","Margins of Error",1
"Windham County","09015","2009-2013","Pre-K","Total","Number","Enrolled Students",1434
"Windham County","09015","2009-2013","Pre-K","Total","Number","Margins of Error",216
"Windham County","09015","2009-2013","Pre-K","Total","Percent","Enrolled Students",6.7
"Windham County","09015","2009-2013","Pre-K","Total","Percent","Margins of Error",1
"Windham County","09015","2009-2013","Pre-K","Public","Number","Enrolled Students",1052
"Windham County","09015","2009-2013","Pre-K","Public","Number","Margins of Error",189
"Windham County","09015","2009-2013","Pre-K","Public","Percent","Enrolled Students",73.4
"Windham County","09015","2009-2013","Pre-K","Public","Percent","Margins of Error",7
"Windham County","09015","2009-2013","Pre-K","Private","Number","Enrolled Students",382
"Windham County","09015","2009-2013","Pre-K","Private","Number","Margins of Error",118
"Windham County","09015","2009-2013","Pre-K","Private","Percent","Enrolled Students",26.6
"Windham County","09015","2009-2013","Pre-K","Private","Percent","Margins of Error",7
"Windham County","09015","2009-2013","K","Total","Number","Enrolled Students",1281
"Windham County","09015","2009-2013","K","Total","Number","Margins of Error",203
"Windham County","09015","2009-2013","K","Total","Percent","Enrolled Students",6
"Windham County","09015","2009-2013","K","Total","Percent","Margins of Error",1
"Windham County","09015","2009-2013","K","Public","Number","Enrolled Students",1184
"Windham County","09015","2009-2013","K","Public","Number","Margins of Error",196
"Windham County","09015","2009-2013","K","Public","Percent","Enrolled Students",92.4
"Windham County","09015","2009-2013","K","Public","Percent","Margins of Error",4
"Windham County","09015","2009-2013","K","Private","Number","Enrolled Students",97
"Windham County","09015","2009-2013","K","Private","Number","Margins of Error",67
"Windham County","09015","2009-2013","K","Private","Percent","Enrolled Students",7.6
"Windham County","09015","2009-2013","K","Private","Percent","Margins of Error",5
"Windham County","09015","2009-2013","Grades 1 to 4","Total","Number","Enrolled Students",5595
"Windham County","09015","2009-2013","Grades 1 to 4","Total","Number","Margins of Error",383
"Windham County","09015","2009-2013","Grades 1 to 4","Total","Percent","Enrolled Students",26.2
"Windham County","09015","2009-2013","Grades 1 to 4","Total","Percent","Margins of Error",2
"Windham County","09015","2009-2013","Grades 1 to 4","Public","Number","Enrolled Students",5305
"Windham County","09015","2009-2013","Grades 1 to 4","Public","Number","Margins of Error",388
"Windham County","09015","2009-2013","Grades 1 to 4","Public","Percent","Enrolled Students",94.8
"Windham County","09015","2009-2013","Grades 1 to 4","Public","Percent","Margins of Error",2
"Windham County","09015","2009-2013","Grades 1 to 4","Private","Number","Enrolled Students",290
"Windham County","09015","2009-2013","Grades 1 to 4","Private","Number","Margins of Error",95
"Windham County","09015","2009-2013","Grades 1 to 4","Private","Percent","Enrolled Students",5.2
"Windham County","09015","2009-2013","Grades 1 to 4","Private","Percent","Margins of Error",2
"Windham County","09015","2009-2013","Grades 5 to 8","Total","Number","Enrolled Students",6375
"Windham County","09015","2009-2013","Grades 5 to 8","Total","Number","Margins of Error",440
"Windham County","09015","2009-2013","Grades 5 to 8","Total","Percent","Enrolled Students",29.9
"Windham County","09015","2009-2013","Grades 5 to 8","Total","Percent","Margins of Error",2
"Windham County","09015","2009-2013","Grades 5 to 8","Public","Number","Enrolled Students",5716
"Windham County","09015","2009-2013","Grades 5 to 8","Public","Number","Margins of Error",435
"Windham County","09015","2009-2013","Grades 5 to 8","Public","Percent","Enrolled Students",89.7
"Windham County","09015","2009-2013","Grades 5 to 8","Public","Percent","Margins of Error",3
"Windham County","09015","2009-2013","Grades 5 to 8","Private","Number","Enrolled Students",659
"Windham County","09015","2009-2013","Grades 5 to 8","Private","Number","Margins of Error",171
"Windham County","09015","2009-2013","Grades 5 to 8","Private","Percent","Enrolled Students",10.3
"Windham County","09015","2009-2013","Grades 5 to 8","Private","Percent","Margins of Error",3
"Windham County","09015","2009-2013","Grades 9 to 12","Total","Number","Enrolled Students",6667
"Windham County","09015","2009-2013","Grades 9 to 12","Total","Number","Margins of Error",343
"Windham County","09015","2009-2013","Grades 9 to 12","Total","Percent","Enrolled Students",31.2
"Windham County","09015","2009-2013","Grades 9 to 12","Total","Percent","Margins of Error",1
"Windham County","09015","2009-2013","Grades 9 to 12","Public","Number","Enrolled Students",6097
"Windham County","09015","2009-2013","Grades 9 to 12","Public","Number","Margins of Error",345
"Windham County","09015","2009-2013","Grades 9 to 12","Public","Percent","Enrolled Students",91.5
"Windham County","09015","2009-2013","Grades 9 to 12","Public","Percent","Margins of Error",2
"Windham County","09015","2009-2013","Grades 9 to 12","Private","Number","Enrolled Students",570
"Windham County","09015","2009-2013","Grades 9 to 12","Private","Number","Margins of Error",156
"Windham County","09015","2009-2013","Grades 9 to 12","Private","Percent","Enrolled Students",8.5
"Windham County","09015","2009-2013","Grades 9 to 12","Private","Percent","Margins of Error",2
"Windham County","09015","2010-2014","Total","Total","Number","Enrolled Students",20702
"Windham County","09015","2010-2014","Total","Total","Number","Margins of Error",717
"Windham County","09015","2010-2014","Total","Total","Percent","Enrolled Students",100
"Windham County","09015","2010-2014","Total","Total","Percent","Margins of Error",0
"Windham County","09015","2010-2014","Total","Public","Number","Enrolled Students",18570
"Windham County","09015","2010-2014","Total","Public","Number","Margins of Error",726
"Windham County","09015","2010-2014","Total","Public","Percent","Enrolled Students",89.7
"Windham County","09015","2010-2014","Total","Public","Percent","Margins of Error",2
"Windham County","09015","2010-2014","Total","Private","Number","Enrolled Students",2132
"Windham County","09015","2010-2014","Total","Private","Number","Margins of Error",317
"Windham County","09015","2010-2014","Total","Private","Percent","Enrolled Students",10.3
"Windham County","09015","2010-2014","Total","Private","Percent","Margins of Error",2
"Windham County","09015","2010-2014","Pre-K","Total","Number","Enrolled Students",1376
"Windham County","09015","2010-2014","Pre-K","Total","Number","Margins of Error",225
"Windham County","09015","2010-2014","Pre-K","Total","Percent","Enrolled Students",6.6
"Windham County","09015","2010-2014","Pre-K","Total","Percent","Margins of Error",1
"Windham County","09015","2010-2014","Pre-K","Public","Number","Enrolled Students",1033
"Windham County","09015","2010-2014","Pre-K","Public","Number","Margins of Error",205
"Windham County","09015","2010-2014","Pre-K","Public","Percent","Enrolled Students",75.1
"Windham County","09015","2010-2014","Pre-K","Public","Percent","Margins of Error",8
"Windham County","09015","2010-2014","Pre-K","Private","Number","Enrolled Students",343
"Windham County","09015","2010-2014","Pre-K","Private","Number","Margins of Error",111
"Windham County","09015","2010-2014","Pre-K","Private","Percent","Enrolled Students",24.9
"Windham County","09015","2010-2014","Pre-K","Private","Percent","Margins of Error",7
"Windham County","09015","2010-2014","K","Total","Number","Enrolled Students",1241
"Windham County","09015","2010-2014","K","Total","Number","Margins of Error",214
"Windham County","09015","2010-2014","K","Total","Percent","Enrolled Students",6
"Windham County","09015","2010-2014","K","Total","Percent","Margins of Error",1
"Windham County","09015","2010-2014","K","Public","Number","Enrolled Students",1160
"Windham County","09015","2010-2014","K","Public","Number","Margins of Error",213
"Windham County","09015","2010-2014","K","Public","Percent","Enrolled Students",93.5
"Windham County","09015","2010-2014","K","Public","Percent","Margins of Error",6
"Windham County","09015","2010-2014","K","Private","Number","Enrolled Students",81
"Windham County","09015","2010-2014","K","Private","Number","Margins of Error",57
"Windham County","09015","2010-2014","K","Private","Percent","Enrolled Students",6.5
"Windham County","09015","2010-2014","K","Private","Percent","Margins of Error",4
"Windham County","09015","2010-2014","Grades 1 to 4","Total","Number","Enrolled Students",5776
"Windham County","09015","2010-2014","Grades 1 to 4","Total","Number","Margins of Error",420
"Windham County","09015","2010-2014","Grades 1 to 4","Total","Percent","Enrolled Students",27.9
"Windham County","09015","2010-2014","Grades 1 to 4","Total","Percent","Margins of Error",2
"Windham County","09015","2010-2014","Grades 1 to 4","Public","Number","Enrolled Students",5293
"Windham County","09015","2010-2014","Grades 1 to 4","Public","Number","Margins of Error",414
"Windham County","09015","2010-2014","Grades 1 to 4","Public","Percent","Enrolled Students",91.6
"Windham County","09015","2010-2014","Grades 1 to 4","Public","Percent","Margins of Error",3
"Windham County","09015","2010-2014","Grades 1 to 4","Private","Number","Enrolled Students",483
"Windham County","09015","2010-2014","Grades 1 to 4","Private","Number","Margins of Error",167
"Windham County","09015","2010-2014","Grades 1 to 4","Private","Percent","Enrolled Students",8.4
"Windham County","09015","2010-2014","Grades 1 to 4","Private","Percent","Margins of Error",3
"Windham County","09015","2010-2014","Grades 5 to 8","Total","Number","Enrolled Students",6126
"Windham County","09015","2010-2014","Grades 5 to 8","Total","Number","Margins of Error",397
"Windham County","09015","2010-2014","Grades 5 to 8","Total","Percent","Enrolled Students",29.6
"Windham County","09015","2010-2014","Grades 5 to 8","Total","Percent","Margins of Error",2
"Windham County","09015","2010-2014","Grades 5 to 8","Public","Number","Enrolled Students",5461
"Windham County","09015","2010-2014","Grades 5 to 8","Public","Number","Margins of Error",420
"Windham County","09015","2010-2014","Grades 5 to 8","Public","Percent","Enrolled Students",89.1
"Windham County","09015","2010-2014","Grades 5 to 8","Public","Percent","Margins of Error",4
"Windham County","09015","2010-2014","Grades 5 to 8","Private","Number","Enrolled Students",665
"Windham County","09015","2010-2014","Grades 5 to 8","Private","Number","Margins of Error",197
"Windham County","09015","2010-2014","Grades 5 to 8","Private","Percent","Enrolled Students",10.9
"Windham County","09015","2010-2014","Grades 5 to 8","Private","Percent","Margins of Error",3
"Windham County","09015","2010-2014","Grades 9 to 12","Total","Number","Enrolled Students",6183
"Windham County","09015","2010-2014","Grades 9 to 12","Total","Number","Margins of Error",288
"Windham County","09015","2010-2014","Grades 9 to 12","Total","Percent","Enrolled Students",29.9
"Windham County","09015","2010-2014","Grades 9 to 12","Total","Percent","Margins of Error",1
