FIPSCode,LocationType,Location,ParentCounty,GradeLevel,TimeFrame,DataFormat,Data
06622710,School District,Los Angeles Unified,Los Angeles County,Grade 7,2015,Percent,46.1
06622710,School District,Los Angeles Unified,Los Angeles County,Grade 7,2016,Percent,45.8
06622710,School District,Los Angeles Unified,Los Angeles County,Grade 7,2017,Percent,47.1
06622710,School District,Los Angeles Unified,Los Angeles County,Grade 7,2018,Percent,47.7
06622710,School District,Los Angeles Unified,Los Angeles County,Grade 9,2014,Percent,44.4
06622710,School District,Los Angeles Unified,Los Angeles County,Grade 9,2015,Percent,45.6
06622710,School District,Los Angeles Unified,Los Angeles County,Grade 9,2016,Percent,44.8
06622710,School District,Los Angeles Unified,Los Angeles County,Grade 9,2017,Percent,46.4
06622710,School District,Los Angeles Unified,Los Angeles County,Grade 9,2018,Percent,47.2
06622890,School District,Los Nietos,Los Angeles County,Grade 5,2014,Percent,49.2
06622890,School District,Los Nietos,Los Angeles County,Grade 5,2015,Percent,58.2
06622890,School District,Los Nietos,Los Angeles County,Grade 5,2016,Percent,46.0
06622890,School District,Los Nietos,Los Angeles County,Grade 5,2017,Percent,60.6
06622890,School District,Los Nietos,Los Angeles County,Grade 5,2018,Percent,51.3
06622890,School District,Los Nietos,Los Angeles County,Grade 7,2014,Percent,45.1
06622890,School District,Los Nietos,Los Angeles County,Grade 7,2015,Percent,47.9
06622890,School District,Los Nietos,Los Angeles County,Grade 7,2016,Percent,41.7
06622890,School District,Los Nietos,Los Angeles County,Grade 7,2017,Percent,45.8
06622890,School District,Los Nietos,Los Angeles County,Grade 7,2018,Percent,40.1
06622890,School District,Los Nietos,Los Angeles County,Grade 9,2014,Percent,S
06622890,School District,Los Nietos,Los Angeles County,Grade 9,2015,Percent,S
06622890,School District,Los Nietos,Los Angeles County,Grade 9,2016,Percent,S
06622890,School District,Los Nietos,Los Angeles County,Grade 9,2017,Percent,S
06622890,School District,Los Nietos,Los Angeles County,Grade 9,2018,Percent,S
06623010,School District,Lowell Joint,Los Angeles County,Grade 5,2014,Percent,38.0
06623010,School District,Lowell Joint,Los Angeles County,Grade 5,2015,Percent,32.9
06623010,School District,Lowell Joint,Los Angeles County,Grade 5,2016,Percent,37.3
06623010,School District,Lowell Joint,Los Angeles County,Grade 5,2017,Percent,43.5
06623010,School District,Lowell Joint,Los Angeles County,Grade 5,2018,Percent,45.0
06623010,School District,Lowell Joint,Los Angeles County,Grade 7,2014,Percent,34.4
06623010,School District,Lowell Joint,Los Angeles County,Grade 7,2015,Percent,43.9
06623010,School District,Lowell Joint,Los Angeles County,Grade 7,2016,Percent,35.5
06623010,School District,Lowell Joint,Los Angeles County,Grade 7,2017,Percent,34.3
06623010,School District,Lowell Joint,Los Angeles County,Grade 7,2018,Percent,34.1
06623010,School District,Lowell Joint,Los Angeles County,Grade 9,2014,Percent,S
06623010,School District,Lowell Joint,Los Angeles County,Grade 9,2015,Percent,S
06623010,School District,Lowell Joint,Los Angeles County,Grade 9,2016,Percent,S
06623010,School District,Lowell Joint,Los Angeles County,Grade 9,2017,Percent,S
06623010,School District,Lowell Joint,Los Angeles County,Grade 9,2018,Percent,S
06623160,School District,Lynwood Unified,Los Angeles County,Grade 5,2014,Percent,51.6
06623160,School District,Lynwood Unified,Los Angeles County,Grade 5,2015,Percent,49.5
06623160,School District,Lynwood Unified,Los Angeles County,Grade 5,2016,Percent,46.7
06623160,School District,Lynwood Unified,Los Angeles County,Grade 5,2017,Percent,47.8
06623160,School District,Lynwood Unified,Los Angeles County,Grade 5,2018,Percent,48.5
06623160,School District,Lynwood Unified,Los Angeles County,Grade 7,2014,Percent,51.9
06623160,School District,Lynwood Unified,Los Angeles County,Grade 7,2015,Percent,49.0
06623160,School District,Lynwood Unified,Los Angeles County,Grade 7,2016,Percent,48.5
06623160,School District,Lynwood Unified,Los Angeles County,Grade 7,2017,Percent,50.0
06623160,School District,Lynwood Unified,Los Angeles County,Grade 7,2018,Percent,51.4
06623160,School District,Lynwood Unified,Los Angeles County,Grade 9,2014,Percent,43.2
06623160,School District,Lynwood Unified,Los Angeles County,Grade 9,2015,Percent,41.3
06623160,School District,Lynwood Unified,Los Angeles County,Grade 9,2016,Percent,47.9
06623160,School District,Lynwood Unified,Los Angeles County,Grade 9,2017,Percent,46.6
06623160,School District,Lynwood Unified,Los Angeles County,Grade 9,2018,Percent,46.3
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 5,2014,Percent,16.3
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 5,2015,Percent,9.6
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 5,2016,Percent,11.7
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 5,2017,Percent,11.9
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 5,2018,Percent,10.5
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 7,2014,Percent,14.3
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 7,2015,Percent,11.1
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 7,2016,Percent,10.0
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 7,2017,Percent,9.2
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 7,2018,Percent,8.9
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 9,2014,Percent,15.8
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 9,2015,Percent,13.4
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 9,2016,Percent,17.6
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 9,2017,Percent,16.7
06600025,School District,Manhattan Beach Unified,Los Angeles County,Grade 9,2018,Percent,13.0
06625320,School District,Monrovia Unified,Los Angeles County,Grade 5,2014,Percent,40.0
06625320,School District,Monrovia Unified,Los Angeles County,Grade 5,2015,Percent,37.5
06625320,School District,Monrovia Unified,Los Angeles County,Grade 5,2016,Percent,47.4
06625320,School District,Monrovia Unified,Los Angeles County,Grade 5,2017,Percent,41.5
06625320,School District,Monrovia Unified,Los Angeles County,Grade 5,2018,Percent,37.5
06625320,School District,Monrovia Unified,Los Angeles County,Grade 7,2014,Percent,44.8
06625320,School District,Monrovia Unified,Los Angeles County,Grade 7,2015,Percent,41.9
06625320,School District,Monrovia Unified,Los Angeles County,Grade 7,2016,Percent,38.0
06625320,School District,Monrovia Unified,Los Angeles County,Grade 7,2017,Percent,36.5
06625320,School District,Monrovia Unified,Los Angeles County,Grade 7,2018,Percent,46.8
06625320,School District,Monrovia Unified,Los Angeles County,Grade 9,2014,Percent,38.2
06625320,School District,Monrovia Unified,Los Angeles County,Grade 9,2015,Percent,33.1
06625320,School District,Monrovia Unified,Los Angeles County,Grade 9,2016,Percent,39.2
06625320,School District,Monrovia Unified,Los Angeles County,Grade 9,2017,Percent,44.5
06625320,School District,Monrovia Unified,Los Angeles County,Grade 9,2018,Percent,36.9
06625470,School District,Montebello Unified,Los Angeles County,Grade 5,2014,Percent,32.6
06625470,School District,Montebello Unified,Los Angeles County,Grade 5,2015,Percent,38.3
06625470,School District,Montebello Unified,Los Angeles County,Grade 5,2016,Percent,41.1
06625470,School District,Montebello Unified,Los Angeles County,Grade 5,2017,Percent,45.8
06625470,School District,Montebello Unified,Los Angeles County,Grade 5,2018,Percent,47.2
06625470,School District,Montebello Unified,Los Angeles County,Grade 7,2014,Percent,40.1
06625470,School District,Montebello Unified,Los Angeles County,Grade 7,2015,Percent,36.7
06625470,School District,Montebello Unified,Los Angeles County,Grade 7,2016,Percent,40.9
06625470,School District,Montebello Unified,Los Angeles County,Grade 7,2017,Percent,43.3
06625470,School District,Montebello Unified,Los Angeles County,Grade 7,2018,Percent,48.2
06625470,School District,Montebello Unified,Los Angeles County,Grade 9,2014,Percent,42.3
06625470,School District,Montebello Unified,Los Angeles County,Grade 9,2015,Percent,43.6
06625470,School District,Montebello Unified,Los Angeles County,Grade 9,2016,Percent,41.1
06625470,School District,Montebello Unified,Los Angeles County,Grade 9,2017,Percent,43.5
06625470,School District,Montebello Unified,Los Angeles County,Grade 9,2018,Percent,46.7
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 5,2014,Percent,52.7
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 5,2015,Percent,53.5
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 5,2016,Percent,53.3
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 5,2017,Percent,58.3
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 5,2018,Percent,53.6
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 7,2014,Percent,51.5
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 7,2015,Percent,49.5
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 7,2016,Percent,50.3
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 7,2017,Percent,53.2
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 7,2018,Percent,52.7
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 9,2014,Percent,S
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 9,2015,Percent,S
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 9,2016,Percent,S
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 9,2017,Percent,S
06626190,School District,Mountain View Elementary,Los Angeles County,Grade 9,2018,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 5,2014,Percent,30.3
06627180,School District,Newhall,Los Angeles County,Grade 5,2015,Percent,32.2
06627180,School District,Newhall,Los Angeles County,Grade 5,2016,Percent,31.4
06627180,School District,Newhall,Los Angeles County,Grade 5,2017,Percent,33.2
06627180,School District,Newhall,Los Angeles County,Grade 5,2018,Percent,34.4
06627180,School District,Newhall,Los Angeles County,Grade 7,2014,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 7,2015,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 7,2016,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 7,2017,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 7,2018,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 9,2014,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 9,2015,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 9,2016,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 9,2017,Percent,S
06627180,School District,Newhall,Los Angeles County,Grade 9,2018,Percent,S
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 5,2014,Percent,48.2
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 5,2015,Percent,44.1
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 5,2016,Percent,45.5
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 5,2017,Percent,48.1
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 5,2018,Percent,49.6
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 7,2014,Percent,42.5
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 7,2015,Percent,44.7
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 7,2016,Percent,44.8
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 7,2017,Percent,46.3
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 7,2018,Percent,42.7
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 9,2014,Percent,43.2
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 9,2015,Percent,40.3
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 9,2016,Percent,41.2
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 9,2017,Percent,40.1
06627690,School District,Norwalk_La Mirada Unified,Los Angeles County,Grade 9,2018,Percent,44.7
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 5,2014,Percent,47.6
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 5,2015,Percent,45.6
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 5,2016,Percent,44.8
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 5,2017,Percent,47.9
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 5,2018,Percent,49.5
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 7,2014,Percent,45.0
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 7,2015,Percent,41.9
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 7,2016,Percent,45.7
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 7,2017,Percent,48.3
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 7,2018,Percent,47.1
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 9,2014,Percent,S
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 9,2015,Percent,S
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 9,2016,Percent,S
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 9,2017,Percent,S
06629580,School District,Palmdale Elementary,Los Angeles County,Grade 9,2018,Percent,S
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 5,2014,Percent,22.4
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 5,2015,Percent,18.6
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 5,2016,Percent,18.9
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 5,2017,Percent,22.0
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 5,2018,Percent,24.4
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 7,2014,Percent,19.3
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 7,2015,Percent,18.4
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 7,2016,Percent,16.8
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 7,2017,Percent,19.0
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 7,2018,Percent,20.0
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 9,2014,Percent,19.5
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 9,2015,Percent,16.9
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 9,2016,Percent,14.2
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 9,2017,Percent,14.2
06629700,School District,Palos Verdes Peninsula Unified,Los Angeles County,Grade 9,2018,Percent,16.2
06629850,School District,Paramount Unified,Los Angeles County,Grade 5,2014,Percent,49.1
06629850,School District,Paramount Unified,Los Angeles County,Grade 5,2015,Percent,48.8
06629850,School District,Paramount Unified,Los Angeles County,Grade 5,2016,Percent,50.8
06629850,School District,Paramount Unified,Los Angeles County,Grade 5,2017,Percent,52.9
06629850,School District,Paramount Unified,Los Angeles County,Grade 5,2018,Percent,46.5
06629850,School District,Paramount Unified,Los Angeles County,Grade 7,2014,Percent,47.8
06629850,School District,Paramount Unified,Los Angeles County,Grade 7,2015,Percent,46.7
06629850,School District,Paramount Unified,Los Angeles County,Grade 7,2016,Percent,47.1
06629850,School District,Paramount Unified,Los Angeles County,Grade 7,2017,Percent,47.6
06629850,School District,Paramount Unified,Los Angeles County,Grade 7,2018,Percent,50.8
06629850,School District,Paramount Unified,Los Angeles County,Grade 9,2014,Percent,38.6
06629850,School District,Paramount Unified,Los Angeles County,Grade 9,2015,Percent,42.7
06629850,School District,Paramount Unified,Los Angeles County,Grade 9,2016,Percent,44.8
06629850,School District,Paramount Unified,Los Angeles County,Grade 9,2017,Percent,46.6
06629850,School District,Paramount Unified,Los Angeles County,Grade 9,2018,Percent,39.4
06629940,School District,Pasadena Unified,Los Angeles County,Grade 5,2014,Percent,42.8
06629940,School District,Pasadena Unified,Los Angeles County,Grade 5,2015,Percent,40.0
06629940,School District,Pasadena Unified,Los Angeles County,Grade 5,2016,Percent,45.5
06629940,School District,Pasadena Unified,Los Angeles County,Grade 5,2017,Percent,43.9
06629940,School District,Pasadena Unified,Los Angeles County,Grade 5,2018,Percent,38.6
06629940,School District,Pasadena Unified,Los Angeles County,Grade 7,2014,Percent,41.0
06629940,School District,Pasadena Unified,Los Angeles County,Grade 7,2015,Percent,39.7
06629940,School District,Pasadena Unified,Los Angeles County,Grade 7,2016,Percent,42.4
06629940,School District,Pasadena Unified,Los Angeles County,Grade 7,2017,Percent,42.3
06629940,School District,Pasadena Unified,Los Angeles County,Grade 7,2018,Percent,41.0
06629940,School District,Pasadena Unified,Los Angeles County,Grade 9,2014,Percent,36.3
06629940,School District,Pasadena Unified,Los Angeles County,Grade 9,2015,Percent,36.5
06629940,School District,Pasadena Unified,Los Angeles County,Grade 9,2016,Percent,36.6
06629940,School District,Pasadena Unified,Los Angeles County,Grade 9,2017,Percent,39.3
06629940,School District,Pasadena Unified,Los Angeles County,Grade 9,2018,Percent,38.0
06631320,School District,Pomona Unified,Los Angeles County,Grade 5,2014,Percent,51.8
06631320,School District,Pomona Unified,Los Angeles County,Grade 5,2015,Percent,50.1
06631320,School District,Pomona Unified,Los Angeles County,Grade 5,2016,Percent,51.6
06631320,School District,Pomona Unified,Los Angeles County,Grade 5,2017,Percent,52.8
06631320,School District,Pomona Unified,Los Angeles County,Grade 5,2018,Percent,51.8
06631320,School District,Pomona Unified,Los Angeles County,Grade 7,2014,Percent,50.3
06631320,School District,Pomona Unified,Los Angeles County,Grade 7,2015,Percent,47.4
06631320,School District,Pomona Unified,Los Angeles County,Grade 7,2016,Percent,49.7
06631320,School District,Pomona Unified,Los Angeles County,Grade 7,2017,Percent,50.5
06631320,School District,Pomona Unified,Los Angeles County,Grade 7,2018,Percent,53.2
06631320,School District,Pomona Unified,Los Angeles County,Grade 9,2014,Percent,45.8
06631320,School District,Pomona Unified,Los Angeles County,Grade 9,2015,Percent,47.1
06631320,School District,Pomona Unified,Los Angeles County,Grade 9,2016,Percent,44.1
06631320,School District,Pomona Unified,Los Angeles County,Grade 9,2017,Percent,45.7
06631320,School District,Pomona Unified,Los Angeles County,Grade 9,2018,Percent,50.0
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 5,2014,Percent,27.7
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 5,2015,Percent,24.6
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 5,2016,Percent,23.7
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 5,2017,Percent,28.2
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 5,2018,Percent,21.5
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 7,2014,Percent,25.6
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 7,2015,Percent,21.0
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 7,2016,Percent,22.0
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 7,2017,Percent,22.1
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 7,2018,Percent,19.4
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 9,2014,Percent,15.4
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 9,2015,Percent,19.0
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 9,2016,Percent,19.8
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 9,2017,Percent,14.7
06600032,School District,Redondo Beach Unified,Los Angeles County,Grade 9,2018,Percent,17.8
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 5,2014,Percent,31.4
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 5,2015,Percent,35.6
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 5,2016,Percent,35.6
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 5,2017,Percent,38.1
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 5,2018,Percent,37.7
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 7,2014,Percent,30.7
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 7,2015,Percent,38.0
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 7,2016,Percent,30.7
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 7,2017,Percent,30.2
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 7,2018,Percent,36.4
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 9,2014,Percent,S
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 9,2015,Percent,S
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 9,2016,Percent,S
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 9,2017,Percent,S
06633570,School District,Rosemead Elementary,Los Angeles County,Grade 9,2018,Percent,S
06633750,School District,Rowland Unified,Los Angeles County,Grade 5,2014,Percent,45.9
06633750,School District,Rowland Unified,Los Angeles County,Grade 5,2015,Percent,44.1
06633750,School District,Rowland Unified,Los Angeles County,Grade 5,2016,Percent,43.6
06633750,School District,Rowland Unified,Los Angeles County,Grade 5,2017,Percent,39.6
06633750,School District,Rowland Unified,Los Angeles County,Grade 5,2018,Percent,42.6
06633750,School District,Rowland Unified,Los Angeles County,Grade 7,2014,Percent,38.9
06633750,School District,Rowland Unified,Los Angeles County,Grade 7,2015,Percent,38.9
06633750,School District,Rowland Unified,Los Angeles County,Grade 7,2016,Percent,39.7
06633750,School District,Rowland Unified,Los Angeles County,Grade 7,2017,Percent,39.1
06633750,School District,Rowland Unified,Los Angeles County,Grade 7,2018,Percent,38.7
06633750,School District,Rowland Unified,Los Angeles County,Grade 9,2014,Percent,34.7
06633750,School District,Rowland Unified,Los Angeles County,Grade 9,2015,Percent,35.5
06633750,School District,Rowland Unified,Los Angeles County,Grade 9,2016,Percent,32.4
06633750,School District,Rowland Unified,Los Angeles County,Grade 9,2017,Percent,35.3
06633750,School District,Rowland Unified,Los Angeles County,Grade 9,2018,Percent,37.6
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 5,2014,Percent,32.1
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 5,2015,Percent,31.5
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 5,2016,Percent,36.6
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 5,2017,Percent,31.1
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 5,2018,Percent,40.3
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 7,2014,Percent,32.3
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 7,2015,Percent,23.6
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 7,2016,Percent,23.7
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 7,2017,Percent,27.7
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 7,2018,Percent,27.6
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 9,2014,Percent,20.8
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 9,2015,Percent,21.4
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 9,2016,Percent,29.1
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 9,2017,Percent,23.9
06634425,School District,San Gabriel Unified,Los Angeles County,Grade 9,2018,Percent,28.2
06634860,School District,San Marino Unified,Los Angeles County,Grade 5,2014,Percent,13.2
06634860,School District,San Marino Unified,Los Angeles County,Grade 5,2015,Percent,13.5
06634860,School District,San Marino Unified,Los Angeles County,Grade 5,2016,Percent,18.0
06634860,School District,San Marino Unified,Los Angeles County,Grade 5,2017,Percent,14.1
06634860,School District,San Marino Unified,Los Angeles County,Grade 5,2018,Percent,13.2
06634860,School District,San Marino Unified,Los Angeles County,Grade 7,2014,Percent,23.9
06634860,School District,San Marino Unified,Los Angeles County,Grade 7,2015,Percent,24.0
06634860,School District,San Marino Unified,Los Angeles County,Grade 7,2016,Percent,17.6
06634860,School District,San Marino Unified,Los Angeles County,Grade 7,2017,Percent,18.5
06634860,School District,San Marino Unified,Los Angeles County,Grade 7,2018,Percent,13.3
06634860,School District,San Marino Unified,Los Angeles County,Grade 9,2014,Percent,25.7
06634860,School District,San Marino Unified,Los Angeles County,Grade 9,2015,Percent,19.9
06634860,School District,San Marino Unified,Los Angeles County,Grade 9,2016,Percent,14.8
06634860,School District,San Marino Unified,Los Angeles County,Grade 9,2017,Percent,15.3
06634860,School District,San Marino Unified,Los Angeles County,Grade 9,2018,Percent,16.4
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 5,2014,Percent,24.2
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 5,2015,Percent,27.6
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 5,2016,Percent,23.6
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 5,2017,Percent,25.3
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 5,2018,Percent,23.2
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 7,2014,Percent,22.8
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 7,2015,Percent,24.1
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 7,2016,Percent,25.1
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 7,2017,Percent,24.7
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 7,2018,Percent,25.0
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 9,2014,Percent,24.6
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 9,2015,Percent,24.7
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 9,2016,Percent,20.8
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 9,2017,Percent,23.7
06635700,School District,Santa Monica_Malibu Unified,Los Angeles County,Grade 9,2018,Percent,22.1
06635970,School District,Saugus Union,Los Angeles County,Grade 5,2014,Percent,29.2
06635970,School District,Saugus Union,Los Angeles County,Grade 5,2015,Percent,27.0
06635970,School District,Saugus Union,Los Angeles County,Grade 5,2016,Percent,31.9
06635970,School District,Saugus Union,Los Angeles County,Grade 5,2017,Percent,29.2
06635970,School District,Saugus Union,Los Angeles County,Grade 5,2018,Percent,26.9
06635970,School District,Saugus Union,Los Angeles County,Grade 7,2014,Percent,S
06635970,School District,Saugus Union,Los Angeles County,Grade 7,2015,Percent,S
06635970,School District,Saugus Union,Los Angeles County,Grade 7,2016,Percent,S
06635970,School District,Saugus Union,Los Angeles County,Grade 7,2017,Percent,S
06635970,School District,Saugus Union,Los Angeles County,Grade 7,2018,Percent,S
06635970,School District,Saugus Union,Los Angeles County,Grade 9,2014,Percent,S
06635970,School District,Saugus Union,Los Angeles County,Grade 9,2015,Percent,S
06635970,School District,Saugus Union,Los Angeles County,Grade 9,2016,Percent,S
06635970,School District,Saugus Union,Los Angeles County,Grade 9,2017,Percent,S
06635970,School District,Saugus Union,Los Angeles County,Grade 9,2018,Percent,S
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 5,2014,Percent,19.9
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 5,2015,Percent,25.5
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 5,2016,Percent,20.8
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 5,2017,Percent,27.2
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 5,2018,Percent,23.4
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 7,2014,Percent,20.9
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 7,2015,Percent,25.5
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 7,2016,Percent,18.2
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 7,2017,Percent,24.3
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 7,2018,Percent,21.3
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 9,2014,Percent,20.6
06637500,School District,South Pasadena Unified,Los Angeles County,Grade 9,2015,Percent,21.5
