FIPSCode,LocationType,Location,ParentCounty,Gender,GradeLevel,TimeFrame,DataFormat,Data
06608640,School District,Cienega Union Elementary,San Benito County,Female,Grade 9,2018,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 5,2014,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 5,2015,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 5,2016,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 5,2017,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 5,2018,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 7,2014,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 7,2015,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 7,2016,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 7,2017,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 7,2018,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 9,2014,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 9,2015,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 9,2016,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 9,2017,Percent,S
06608640,School District,Cienega Union Elementary,San Benito County,Male,Grade 9,2018,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 5,2014,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 5,2015,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 5,2016,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 5,2017,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 5,2018,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 7,2014,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 7,2015,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 7,2016,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 7,2017,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 7,2018,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 9,2014,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 9,2015,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 9,2016,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 9,2017,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Female,Grade 9,2018,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 5,2014,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 5,2015,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 5,2016,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 5,2017,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 5,2018,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 7,2014,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 7,2015,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 7,2016,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 7,2017,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 7,2018,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 9,2014,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 9,2015,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 9,2016,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 9,2017,Percent,S
06608700,School District,Cinnabar Elementary,Sonoma County,Male,Grade 9,2018,Percent,S
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 5,2014,Percent,18.5
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 5,2015,Percent,17.3
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 5,2016,Percent,26.3
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 5,2017,Percent,35.1
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 5,2018,Percent,25.9
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 7,2014,Percent,33.5
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 7,2015,Percent,31.2
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 7,2016,Percent,26.4
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 7,2017,Percent,25.9
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 7,2018,Percent,30.0
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 9,2014,Percent,25.9
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 9,2015,Percent,24.1
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 9,2016,Percent,28.0
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 9,2017,Percent,29.6
06608760,School District,Claremont Unified,Los Angeles County,Female,Grade 9,2018,Percent,24.3
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 5,2014,Percent,25.8
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 5,2015,Percent,27.6
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 5,2016,Percent,30.1
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 5,2017,Percent,36.4
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 5,2018,Percent,31.5
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 7,2014,Percent,36.7
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 7,2015,Percent,31.5
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 7,2016,Percent,32.1
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 7,2017,Percent,27.3
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 7,2018,Percent,32.8
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 9,2014,Percent,22.6
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 9,2015,Percent,27.9
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 9,2016,Percent,22.3
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 9,2017,Percent,26.4
06608760,School District,Claremont Unified,Los Angeles County,Male,Grade 9,2018,Percent,30.2
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 5,2014,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 5,2015,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 5,2016,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 5,2017,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 5,2018,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 7,2014,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 7,2015,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 7,2016,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 7,2017,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 7,2018,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 9,2014,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 9,2015,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 9,2016,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 9,2017,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Female,Grade 9,2018,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 5,2014,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 5,2015,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 5,2016,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 5,2017,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 5,2018,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 7,2014,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 7,2015,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 7,2016,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 7,2017,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 7,2018,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 9,2014,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 9,2015,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 9,2016,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 9,2017,Percent,S
06608850,School District,Clay Joint Elementary,Fresno County,Male,Grade 9,2018,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 5,2014,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 5,2015,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 5,2016,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 5,2017,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 5,2018,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 7,2014,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 7,2015,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 7,2016,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 7,2017,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 7,2018,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 9,2014,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 9,2015,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 9,2016,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 9,2017,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Female,Grade 9,2018,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 5,2014,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 5,2015,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 5,2016,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 5,2017,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 5,2018,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 7,2014,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 7,2015,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 7,2016,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 7,2017,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 7,2018,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 9,2014,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 9,2015,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 9,2016,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 9,2017,Percent,S
06608880,School District,Clear Creek Elementary,Nevada County,Male,Grade 9,2018,Percent,S
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 5,2014,Percent,29.5
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 5,2015,Percent,56.9
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 5,2016,Percent,48.9
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 5,2017,Percent,44.9
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 5,2018,Percent,41.1
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 7,2014,Percent,46.9
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 7,2015,Percent,48.8
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 7,2016,Percent,33.3
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 7,2017,Percent,61.8
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 7,2018,Percent,43.1
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 9,2014,Percent,23.5
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 9,2015,Percent,27.5
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 9,2016,Percent,39.5
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 9,2017,Percent,34.1
06608970,School District,Cloverdale Unified,Sonoma County,Female,Grade 9,2018,Percent,17.9
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 5,2014,Percent,40.4
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 5,2015,Percent,55.1
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 5,2016,Percent,S
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 5,2017,Percent,44.8
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 5,2018,Percent,56.6
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 7,2014,Percent,S
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 7,2015,Percent,37.7
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 7,2016,Percent,40.4
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 7,2017,Percent,S
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 7,2018,Percent,53.3
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 9,2014,Percent,26.3
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 9,2015,Percent,21.7
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 9,2016,Percent,35.6
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 9,2017,Percent,29.6
06608970,School District,Cloverdale Unified,Sonoma County,Male,Grade 9,2018,Percent,29.2
06609030,School District,Clovis Unified,Fresno County,Female,Grade 5,2014,Percent,41.6
06609030,School District,Clovis Unified,Fresno County,Female,Grade 5,2015,Percent,32.6
06609030,School District,Clovis Unified,Fresno County,Female,Grade 5,2016,Percent,30.5
06609030,School District,Clovis Unified,Fresno County,Female,Grade 5,2017,Percent,31.9
06609030,School District,Clovis Unified,Fresno County,Female,Grade 5,2018,Percent,32.1
06609030,School District,Clovis Unified,Fresno County,Female,Grade 7,2014,Percent,29.9
06609030,School District,Clovis Unified,Fresno County,Female,Grade 7,2015,Percent,29.2
06609030,School District,Clovis Unified,Fresno County,Female,Grade 7,2016,Percent,30.3
06609030,School District,Clovis Unified,Fresno County,Female,Grade 7,2017,Percent,28.9
06609030,School District,Clovis Unified,Fresno County,Female,Grade 7,2018,Percent,29.8
06609030,School District,Clovis Unified,Fresno County,Female,Grade 9,2014,Percent,31.9
06609030,School District,Clovis Unified,Fresno County,Female,Grade 9,2015,Percent,30.6
06609030,School District,Clovis Unified,Fresno County,Female,Grade 9,2016,Percent,32.4
06609030,School District,Clovis Unified,Fresno County,Female,Grade 9,2017,Percent,31.1
06609030,School District,Clovis Unified,Fresno County,Female,Grade 9,2018,Percent,33.1
06609030,School District,Clovis Unified,Fresno County,Male,Grade 5,2014,Percent,40.6
06609030,School District,Clovis Unified,Fresno County,Male,Grade 5,2015,Percent,37.4
06609030,School District,Clovis Unified,Fresno County,Male,Grade 5,2016,Percent,37.4
06609030,School District,Clovis Unified,Fresno County,Male,Grade 5,2017,Percent,36.6
06609030,School District,Clovis Unified,Fresno County,Male,Grade 5,2018,Percent,39.2
06609030,School District,Clovis Unified,Fresno County,Male,Grade 7,2014,Percent,36.4
06609030,School District,Clovis Unified,Fresno County,Male,Grade 7,2015,Percent,32.9
06609030,School District,Clovis Unified,Fresno County,Male,Grade 7,2016,Percent,31.1
06609030,School District,Clovis Unified,Fresno County,Male,Grade 7,2017,Percent,34.5
06609030,School District,Clovis Unified,Fresno County,Male,Grade 7,2018,Percent,35.8
06609030,School District,Clovis Unified,Fresno County,Male,Grade 9,2014,Percent,33.1
06609030,School District,Clovis Unified,Fresno County,Male,Grade 9,2015,Percent,31.7
06609030,School District,Clovis Unified,Fresno County,Male,Grade 9,2016,Percent,33.3
06609030,School District,Clovis Unified,Fresno County,Male,Grade 9,2017,Percent,34.6
06609030,School District,Clovis Unified,Fresno County,Male,Grade 9,2018,Percent,34.0
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 5,2014,Percent,46.9
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 5,2015,Percent,47.7
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 5,2016,Percent,46.8
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 5,2017,Percent,23.4
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 5,2018,Percent,24.5
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 7,2014,Percent,49.3
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 7,2015,Percent,48.4
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 7,2016,Percent,47.5
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 7,2017,Percent,24.1
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 7,2018,Percent,24.0
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 9,2014,Percent,S
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 9,2015,Percent,47.0
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 9,2016,Percent,45.8
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 9,2017,Percent,22.4
06609070,School District,Coachella Valley Unified,Riverside County,Female,Grade 9,2018,Percent,19.9
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 5,2014,Percent,52.6
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 5,2015,Percent,53.1
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 5,2016,Percent,55.5
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 5,2017,Percent,37.5
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 5,2018,Percent,34.7
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 7,2014,Percent,49.3
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 7,2015,Percent,51.0
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 7,2016,Percent,53.8
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 7,2017,Percent,41.6
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 7,2018,Percent,40.5
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 9,2014,Percent,S
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 9,2015,Percent,46.3
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 9,2016,Percent,47.9
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 9,2017,Percent,46.0
06609070,School District,Coachella Valley Unified,Riverside County,Male,Grade 9,2018,Percent,50.0
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 5,2014,Percent,46.8
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 5,2015,Percent,52.1
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 5,2016,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 5,2017,Percent,59.8
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 5,2018,Percent,41.6
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 7,2014,Percent,40.1
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 7,2015,Percent,40.6
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 7,2016,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 7,2017,Percent,42.0
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 7,2018,Percent,53.3
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 9,2014,Percent,47.6
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 9,2015,Percent,49.4
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 9,2016,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 9,2017,Percent,50.0
06609120,School District,Coalinga_Huron Unified,Fresno County,Female,Grade 9,2018,Percent,52.6
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 5,2014,Percent,46.8
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 5,2015,Percent,53.8
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 5,2016,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 5,2017,Percent,57.5
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 5,2018,Percent,63.2
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 7,2014,Percent,52.8
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 7,2015,Percent,43.8
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 7,2016,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 7,2017,Percent,44.6
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 7,2018,Percent,46.4
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 9,2014,Percent,47.7
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 9,2015,Percent,42.6
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 9,2016,Percent,N_A
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 9,2017,Percent,44.6
06609120,School District,Coalinga_Huron Unified,Fresno County,Male,Grade 9,2018,Percent,45.0
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 5,2014,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 5,2015,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 5,2016,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 5,2017,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 5,2018,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 7,2014,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 7,2015,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 7,2016,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 7,2017,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 7,2018,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 9,2014,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 9,2015,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 9,2016,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 9,2017,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Female,Grade 9,2018,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 5,2014,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 5,2015,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 5,2016,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 5,2017,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 5,2018,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 7,2014,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 7,2015,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 7,2016,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 7,2017,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 7,2018,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 9,2014,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 9,2015,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 9,2016,Percent,S
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 9,2017,Percent,N_A
06609240,School District,Coffee Creek Elementary,Trinity County,Male,Grade 9,2018,Percent,N_A
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 5,2014,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 5,2015,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 5,2016,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 5,2017,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 5,2018,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 7,2014,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 7,2015,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 7,2016,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 7,2017,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 7,2018,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 9,2014,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 9,2015,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 9,2016,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 9,2017,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Female,Grade 9,2018,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 5,2014,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 5,2015,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 5,2016,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 5,2017,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 5,2018,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 7,2014,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 7,2015,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 7,2016,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 7,2017,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 7,2018,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 9,2014,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 9,2015,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 9,2016,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 9,2017,Percent,S
06609270,School District,Cold Spring Elementary,Santa Barbara County,Male,Grade 9,2018,Percent,S
06609300,School District,Colfax Elementary,Placer County,Female,Grade 5,2014,Percent,S
06609300,School District,Colfax Elementary,Placer County,Female,Grade 5,2015,Percent,S
06609300,School District,Colfax Elementary,Placer County,Female,Grade 5,2016,Percent,S
06609300,School District,Colfax Elementary,Placer County,Female,Grade 5,2017,Percent,S
06609300,School District,Colfax Elementary,Placer County,Female,Grade 5,2018,Percent,S
06609300,School District,Colfax Elementary,Placer County,Female,Grade 7,2014,Percent,S
